descrizione;likes;retweets;data
RT @AnsaScienza: #COVID__19,il,rapporto,positivi-tamponi sale al 54% Sestili aumenta anche il tempo di raddoppio dei casi ora è di 6 gi…;0;11;2020-10-16 08:56
"#Covid: #Franceschini, ''Oggi vertice per nuove misure''. Zampa: ''Chiusura scuole ultima ratio','#ANSA','https://t.co/RWJnWLfQ8L""";16;7;2020-10-16 09:05
#Covid La #Scala rinvia la presentazione della stagione 2O20-2021 Confermati gli spettacoli in programma fino al 19 ottobre #ANSA https://t.co/ki6S28Irag;20;9;2020-10-16 09:38
#Covid Nuovo record in #Germania, oltre 7.300 casi È il secondo giorno consecutivo che Berlino registra numeri così alti #ANSA https://t.co/91nx7EjRsl;11;12;2020-10-16 10:01
Visco, ritorno all''economia pre-Covid non prima di due anni. Dati Pil 3.trimestre migliori del previsto. Italia usi bene #Recovery #ANSA https://t.co/r5y7Vjjy8z;6;6;2020-10-16 10:04
Pressing #Cts al #governo: ''Stretta misure in vista del weekend. Nuova fase, superare l''attuale Dpcm, tra le ipotesi coprifuoco e Dad''.  #Covid #ANSA   https://t.co/CqWMsPtL9L;17;15;2020-10-16 10:09
Pressing #Cts al #governo: 'Stretta misure in vista del weekend. Nuova fase, superare l'attuale Dpcm, tra le ipotesi coprifuoco e Dad'.  #Covid #ANSA   https://t.co/CqWMsPtL9L ;17;15;2020-10-16 10:09
#Coronavirus Manifestazione a #Napoli contro la chiusura  delle scuole - VIDEO Insegnanti, bus scolastici e genitori in presidio alla Regione #ANSA https://t.co/1mXe1wA7Cf;40;15;2020-10-16 10:21
#Coronavirus Manifestazione a #Napoli contro la chiusura  delle scuole - VIDEO Insegnanti, bus scolastici e genitori in presidio alla Regione #ANSA https://t.co/1mXe1wA7Cf;40;15;2020-10-16 10:21
#Ricciardi: 'Proposti stop mirati nelle regioni con Rt sopra 1. Scuole aperte chiusi esercizi commerciali non essenziali'#Covid #ANSA https://t.co/H6yj46kX1e;79;41;2020-10-16 11:04
#Covid: Finlandia, paese Babbo Natale abbandonato da turisti Per restrizioni viaggi niente folla nella casa di Santa Claus #ANSA https://t.co/0yUC1IU09J;36;15;2020-10-16 11:30
#Covid: Finlandia, paese Babbo Natale abbandonato da turisti Per restrizioni viaggi niente folla nella casa di Santa Claus #ANSA https://t.co/0yUC1IU09J;36;15;2020-10-16 11:30
Tribunale #Berlino dà ragione ai bar, niente stop alle 23 La norma anti-covid era entrata in vigore da una settimana #ANSA  https://t.co/qJgn1O5ibj;119;76;2020-10-16 12:01
Tribunale #Berlino dà ragione ai bar, niente stop alle 23 La norma anti-covid era entrata in vigore da una settimana #ANSA  https://t.co/qJgn1O5ibj;119;76;2020-10-16 12:01
VIDEO| Covid, blocco stradale ad Arzano contro il minilockdown #ANSA https://t.co/1UWReDTOiL;21;6;2020-10-16 13:05
VIDEO| Covid, blocco stradale ad Arzano contro il minilockdown #ANSA https://t.co/1UWReDTOiL ;21;6;2020-10-16 13:05
#Covid: Fipe, Dpcm pesa su bar e ristoranti 300 mln mese Stoppani, a rischio 50mila aziende su 300mila #ANSA https://t.co/3JjdLU1ekl;10;9;2020-10-16 15:14
#Covid: Fipe, Dpcm pesa su bar e ristoranti 300 mln mese Stoppani, a rischio 50mila aziende su 300mila #ANSA https://t.co/3JjdLU1ekl;10;9;2020-10-16 15:14
#Covid: 39 milioni di contagi nel mondo, 2  milioni in una settimana. Quasi 1,1 milioni di morti, più 100mila rispetto a fine settembre #ANSA https://t.co/hgp5ZMTq7f;16;19;2020-10-16 15:27
#Covid: 39 milioni di contagi nel mondo, 2  milioni in una settimana. Quasi 1,1 milioni di morti, più 100mila rispetto a fine settembre #ANSA https://t.co/hgp5ZMTq7f;16;19;2020-10-16 15:27
Covid,  contagi a quota 10mila. I decessi sono 55, in calo rispetto agli 83 di ieri. I tamponi sono stati 150.377.  #ANSA https://t.co/sr5ciUVvZV;45;23;2020-10-16 15:32
Covid,  contagi a quota 10mila. I decessi sono 55, in calo rispetto agli 83 di ieri. I tamponi sono stati 150.377.  #ANSA https://t.co/sr5ciUVvZV;45;23;2020-10-16 15:32
La pandemia spinge il consumo di video in streaming, +16% in un anno #ANSA https://t.co/FPKmShULVg;19;6;2020-10-16 18:30
La pandemia spinge il consumo di video in streaming, +16% in un anno #ANSA https://t.co/FPKmShULVg;19;6;2020-10-16 18:30
#Covid,  contagi a quota 10mila. Governo verso una nuova stretta. Conte: non un #lockdown, nuova strategia #ANSA https://t.co/sr5ciUVvZV;48;25;2020-10-16 19:43
#Covid,  contagi a quota 10mila. Governo verso una nuova stretta. Conte: non un #lockdown, nuova strategia #ANSA https://t.co/sr5ciUVvZV;48;25;2020-10-16 19:43
#Covid: #Lombardia, bar e ristoranti chiusi alle 24 #ANSA https://t.co/tNKGcpuXS4;62;23;2020-10-16 20:59
#Covid: #Lombardia, bar e ristoranti chiusi alle 24 #ANSA https://t.co/tNKGcpuXS4;62;23;2020-10-16 20:59
#Covid: #Inter, Bastoni negativo ma out nel derby  #Calcio #ANSA https://t.co/qqa0AbuXxR;16;1;2020-10-16 21:24
#Covid: #Inter, Bastoni negativo ma out nel derby  #Calcio #ANSA https://t.co/qqa0AbuXxR ;16;1;2020-10-16 21:24
#Covid, il nuovo dpcm arriverà tra domani e lunedì https://t.co/0eYGDuAJa4;77;22;2020-10-17 03:15
Fabrizio #Corona: 'Sono positivo al #Covid' #ANSA https://t.co/JIUlvCG0JZ;26;8;2020-10-17 06:15
#Coronavirus, tra domani e lunedì un nuovo dpcm. Tra le ipotesi sul tavolo un coprifuoco, a partire dalle 22 o dalle 23, durante la settimana. E, nei weekend, misure più stringenti #ANSA https://t.co/Tmz0sveWC3;47;32;2020-10-17 06:30
#Covid,  contagi a quota 10mila. Il governo verso una nuova stretta. Conte: non un #lockdown ma una nuova strategia #ANSA https://t.co/sr5ciUVvZV;11;8;2020-10-17 06:30
#Coronavirus Lo spettacolo prova a resistere ma già saltano eventi. Cresce l'apprensione per la seconda ondata in un settore già allo stremo #ANSA https://t.co/JerqRfBTPj;26;15;2020-10-17 06:55
#Coronavirus dai tamponi al tracing, ecco che cosa non sta funzionando Arcuri: 'Mancano 1.600 terapie intensive' #ANSA https://t.co/EKJlhXCPQl;23;9;2020-10-17 07:16
#Coronavirus, allarme della @CaritasItaliana: aumentano i nuovi poveri, sono il 45%. Italiani e famiglie con minori, ma anche piccoli commercianti #ANSA https://t.co/iRhstfbjtV;127;100;2020-10-17 07:23
#Coronavirus @RobertoBurioni : 'Vaccino entro novembre'. La #Pfizer pronta a chiedere l'autorizzazione all'agenzia americana Fda nella terza settimana del mese #ANSA   https://t.co/ixMXHtwTzp;194;61;2020-10-17 08:18
#Covid, un positivo nel #Crotone. Oggi in programma la partita con la Juventus #CrotoneJuve #ANSA https://t.co/nFHurb804I;10;5;2020-10-17 08:22
Fiutare il #Covid? In #AltoAdige l'addestramento di alcuni #cani  #animali #VIDEO #ANSA https://t.co/IsbPGFAOjb;26;7;2020-10-17 09:40
#Covid: #Cgia, rischiamo di bruciare 160 miliardi di ricchezza #ANSA https://t.co/T2oxbJ6uI3;6;2;2020-10-17 09:42
#Coronavirus, l'annuncio della #Pfizer sul #vaccino e la precisazione di @RobertoBurioni   #ANSA https://t.co/VEwKyat2I6;65;22;2020-10-17 10:05
#Covid e #calcio, #Dragus positivo, nuovi tamponi per il #Crotone. Stasera la partita con la #Juve. Un altro caso al #Parma. Contagiati anche un calciatore del #Torino e due membri dello staff   https://t.co/jdd21Wzyw4;7;7;2020-10-17 10:32
#Covid: un caso a Santa Marta, la residenza del #Papa #ANSA  https://t.co/dEznXayqEN;15;12;2020-10-17 11:04
#Coronavirus, verso un nuovo dpcm. @robersperanza : 'Smart working sia al 75%. Salvaguardare scuola e lavoro' #ANSA https://t.co/XTQTFeZbY8;27;16;2020-10-17 11:15
#Conte alle categorie: 'Oggi ok a decreto legge #ristori indennizzi subito'. 'Se non marciamo assieme aggraviamo la situazione' #Covid #ANSA https://t.co/oNAcbWf6lS;44;16;2020-10-17 11:48
#Covid: restrizioni per 28 milioni di persone in Inghilterra Scattano le misure decise dal governo di Boris Johnson #ANSA https://t.co/IlCP4ZxihQ;18;9;2020-10-17 13:39
Positiva al #coronavirus la ministra degli Esteri  belga. Il presidente tedesco #Steinmeier in quarantena #Covid #ANSA https://t.co/gDCVoHHht6;9;9;2020-10-17 14:18
#Covid:  a Napoli nuova protesta delle mamme: 'Ridateci la scuola'. Secondo giorno di manifestazione contro l'ordinanza di De Luca #ANSA https://t.co/hsZ4Jm8DGj;42;18;2020-10-17 14:32
"Verso il nuovo #dpcm: ""Nessuna chiusura per i #parrucchieri, si valuta per #palestre"". Le misure allo studio  #Covid #ANSA https://t.co/XdqNYExhlZ";34;29;2020-10-17 14:45
#Covid, i dati del #17ottobre: ancora casi in aumento 10.925. I decessi sono 47 #ANSA https://t.co/phblCjUR6c;18;13;2020-10-17 15:23
#Calcio #SerieA segui la #direttagol di #InterMilan Nerazzurri  con Lukaku-Lautaro, Leao nei tre dietro Ibra. Conte sceglie Brozovic, rossoneri ritrovano Romagnoli. In campo alle 18 anche #SampdoriaLazio #ANSA  https://t.co/PNZ0lEf5v3;6;0;2020-10-17 15:56
#Manovra: governo a sindacati, proroga Cig Covid con dl fino al 31 dicembre. Poi nella legge di Bilancio altre 18 settimane per 2021 #ANSA https://t.co/7eqXnchNrb;9;9;2020-10-17 16:49
#Covid: allarme Interpol, ferretti mascherine aprono manette Circolare a tutte le questure d'Italia. #ANSA https://t.co/GqJUeECiC5;132;78;2020-10-17 17:48
#Calcio #Serie A #InterMilan 1-2 doppietta Ibrahimovic e gol di Lukaku #SampdoriaLazio 3-0 reti di Quagliarella, Augello e  Damsgaard #ANSA https://t.co/hSFvTSm3rA;13;3;2020-10-17 18:15
Covid, il Piemonte difende le aperture fino alle 24. 'Niente assembramenti ma no al coprifuoco. I parrucchieri restino aperti' #ANSA https://t.co/jzuqEZdNOf;45;17;2020-10-17 18:49
Serie A, in campo #CrotoneJuve - DIRETTA Dragus positivo, nuovi tamponi per i calabresi #ANSA https://t.co/HAdGVR7P5C;4;1;2020-10-17 19:00
Covid: nuovo record in Francia, 32.427 nuovi casi. Tasso positività al 13,1%, 90 i decessi. #ANSA https://t.co/GwEpPh5FIu;34;19;2020-10-17 19:17
#Covid: nuovo record in #Francia, 32.427 nuovi casi. Tasso positività al 13,1%, 90 i decessi #ANSA https://t.co/x0udrvQXtp;27;23;2020-10-17 19:21
Covid: 400mila casi in un giorno nel mondo, è record. In Europa 140mila al giorno, più di India-Usa-Brasile insieme #ANSA https://t.co/sx3S8qrDYM;61;29;2020-10-17 19:47
Covid, il Cts propone ingressi scaglionati nelle scuole superiori e nelle università. Niente Dad, riorganizzazione dei trasporti e potenziamento del tracciamento  #ANSA https://t.co/CtXhJKcVBm;48;20;2020-10-17 20:29
#Calcio #SerieA  Morata non basta, #CrotoneJuventus è 1-1  Per Chiesa esordio con espulsione. Primo punto per i calabresi #ANSA https://t.co/hluavuSJKU;17;5;2020-10-17 21:16
Covid: si tratta anche oggi sul nuovo dpcm, stasera atteso l'annuncio di Conte https://t.co/dFEyUWO3V6;33;14;2020-10-18 04:52
Covid, quasi 11mila contagi in un giorno. E adesso si attendono con timore i dati del fine settimana #ANSA https://t.co/9WVP8dYymV;30;18;2020-10-18 05:45
Donne e famiglie con bambini i nuovi poveri. Tanti hanno chiesto aiuto prima volta, anche commercianti. Il Rapporto Povertà della Caritas disegna il ritratto dell'Italia sfiancata dall'effetto Covid #ANSA https://t.co/nrRqJvRjAz;58;56;2020-10-18 05:55
Covid: 400mila casi in un giorno nel mondo, è record. In Europa 140mila al giorno, più di India-Usa-Brasile insieme #ANSA https://t.co/EiorZpbD5S;25;17;2020-10-18 06:05
Assegno unico, vaccini, Sud, ecco le misure della #manovra Fondi anti-Covid al trasporto locale. Oltre 6 miliardi alla scuola #ANSA https://t.co/WH4jpJHHkB;9;12;2020-10-18 07:07
Le misure anticontagio da #Covid nel nuovo #dpcm: il vertice notturno non scioglie i nodi, si tratta su bar e palestre. In corso riunione tra Governo e Regioni. Stasera atteso l'annuncio di Conte  #ANSA https://t.co/4R0cfBicrP;12;10;2020-10-18 09:30
#Covid, Antonio Ricci ricoverato ad Albenga in via precauzionale #ANSA https://t.co/NaO4BjTwIJ;16;9;2020-10-18 09:38
"#Covid, verso il nuovo #dpcm: riunione tra Governo e Regioni. Azzolina: la #scuola resta in presenza per tutti, per le superiori una parte di didattica digitale ""è già presente"" #ANSA https://t.co/kcEWXVMTys";21;10;2020-10-18 10:26
#Coronavirus la testimonianza di un medico: 'Abbiamo riaperto il reparto Covid, sembra un film già visto' #ANSA  https://t.co/Eu4vPLWEZa;72;41;2020-10-18 11:58
"#Covid, verso il nuovo #dpcm. Le Regioni: ""Stretta localizzata sui locali, in zone di movida o alti contagi"" #ANSA https://t.co/gmm3XRl8IM";14;6;2020-10-18 12:03
Verso il nuovo #dpcm sulle misure anticontagio: Conte riunisce alle 16 i capi delegazione, poi terrà una conferenza stampa #Covid #ANSA https://t.co/90EHLRXcKu;12;3;2020-10-18 13:37
#Coronavirus, Rsa evacuata a Sambuca di Sicilia. 64 positivi e 4 morti VIDEO #ANSA https://t.co/0zOiThzsi8;24;28;2020-10-18 13:38
Verso il nuovo #dpcm sulle misure anticontagio da #Covid. Conte riunirà alle 16 i capi delegazione, poi la conferenza stampa #ANSA https://t.co/c2A5Zbi5yE;16;4;2020-10-18 13:49
#Coronavirus, Locatelli: 'Crescita dei casi accelerata ma non esponenziale'  #ANSA https://t.co/FTTxluqf8y;30;10;2020-10-18 13:55
Verso il nuovo #dpcm, la conferenza stampa di Conte per illustrare le nuove misure anticontagio attesa stasera tra le 19 e le 20 #Covid #ANSA  https://t.co/aEkUZETkyq;50;28;2020-10-18 14:54
#Covid: ancora casi in aumento, sono 11.705. I decessi sono 69. In #Lombardia quasi 3000 casi, ricoveri sopra quota 1000  #ANSA https://t.co/duB4OMo1uw;54;34;2020-10-18 15:29
Covid, in Lombardia 'situazione critica'. Quasi tremila degli oltre 11.700 casi ordierni si sono registrati nella Regione. #ANSA https://t.co/9kYcJWrICx;28;31;2020-10-18 16:02
"Distinguere Covid da influenza, Spallanzani sperimenterà test Assessore Lazio, ""presto al via, se validato sarà preziosissimo"" #ANSA https://t.co/NhkCqk4Y9f";79;36;2020-10-18 16:34
Distinguere il Covid dall'influenza, lo Spallanzani sperimenterà un test #ANSA https://t.co/iJyHd95rf3;106;50;2020-10-18 17:17
Influencer ucraino negazionista muore di Covid a 33 anni. 'Dicevo non esistesse, state in guardia', scriveva dall'ospedale #ANSA https://t.co/sBSMrGuCus;148;99;2020-10-18 17:30
Dpcm, nuove misure anti covid. Tensione su scuola e palestre. Tra poco la conferenza stampa del presidente Conte #ANSA https://t.co/y7yQ9EiyWa;34;14;2020-10-18 17:54
Dpcm, nuove misure anti covid. Tensione su scuola e palestre. Ora nuovo punto con le Regioni. Attesa per la conferenza stampa del presidente Conte #ANSA;114;23;2020-10-18 18:30
#Calcio #SerieA segui la #direttagol di #RomaBenevento. Udinese all'ultimo respiro, 3-2 al Parma. Pussetto decide match allo scadere. Emiliani decimati dal #Covid #ANSA https://t.co/3ogkKwt9Ta;3;1;2020-10-18 18:42
#DPCM, tutte le novità della bozza: dalle zone rosse ai turni per le scuole alle norme per bar e ristoranti. Attesa per la #conferenzastampa del presidente Conte.  #ANSA https://t.co/ma1na13PR7;38;18;2020-10-18 18:56
DPCM, tra pochi minuti la conferenza stampa del premier Conte in diretta. - TUTTE LE NOVITA' NELLA BOZZA  #ANSA https://t.co/j66GLpklsj;15;3;2020-10-18 19:35
Conte: 'I sindaci possono chiudere le piazze. Una settimana alle palestre per allinearsi a protocolli. Attività didattiche in presenza #dpcm #conferenzastampa #ANSA https://t.co/skihBZIJUP;114;68;2020-10-18 19:46
Conte: 'Mes solo se serve per fabbisogno di cassa. non perdere tempo per scongiurare il lockdown' #dpcm #conferenzastampa #ANSA https://t.co/wjhSTu5Lqw;17;9;2020-10-18 19:58
Dpcm, Conte: 'Non faccio previsioni sulle ferie natalizie., massima precauzione con parenti e amici' #ANSA https://t.co/mQZ0JwXznS;68;28;2020-10-18 20:08
Manovra, terminato nella notte il Cdm: in arrivo un fondo Covid da 4 miliardi https://t.co/rk4YQaTDPZ;19;10;2020-10-18 02:01
Influencer ucraino negazionista muore di Covid a 33 anni #ANSA https://t.co/DVOO9SXtRF;28;18;2020-10-19 05:15
"Covid: ancora casi in aumento, 11.705. I decessi sono 69. In Lombardia ""situazione critica"" #ANSA https://t.co/7oKfDMm1ox";16;13;2020-10-19 05:20
Il Dpcm scade il 13/11. Da mercoledì ingresso nelle scuole superiori dalle 9. Norme valgono da oggi ma rafforzamento Dad superiori dal 21/10 . #ANSA #19ottobre  #sindaci #Dpcm  @GiuseppeConteIT  https://t.co/GA3nv6Z9ld;15;12;2020-10-19 06:33
#Covid Medici #Erekat è in coma #ANSA https://t.co/oDLma5OpSk;12;6;2020-10-19 06:46
Il testo del nuovo #dpcm con le norme anti contagio da #Covid in vigore da oggi #ANSA https://t.co/CB4bcS59lh;30;17;2020-10-19 06:49
#Covid #Conte conferisce più poteri ai #sindaci con il nuovo #dpcm @GiuseppeConteIT VIDEO #ANSA https://t.co/jhiZ50K3KU;43;17;2020-10-19 07:22
L'economia cinese allunga il passo nella fase post #Covid-19 e segna nel terzo trimestre del 2020 un #Pil in crescita annua del 4,9%. Per l'Fmi è l'unico paese in crescita nel 2020. #ANSA #19ottobre https://t.co/ynbySF7lip;137;67;2020-10-19 07:38
Sono oltre 40 milioni i casi di #coronavirus nel mondo dall'inizio della #pandemia, secondo l'Afp.  I Paesi più colpiti sono gli Stati Uniti con 8.154.935 contagi, l'India con 7.550.273 e il Brasile 5.235.344. #ANSA #19ottobre #epidemia #virus https://t.co/I3MuIfeJCG;12;10;2020-10-19 08:22
Dal nuovo Dpcm scompare la parola 'sindaci' per le restrizioni anti-movida.  #ANSA #19ottobre  #sindaci - #conferenzaconte #covid #lockdown https://t.co/ncx0Olqg4A;22;16;2020-10-19 08:50
#dpcm #sindaci sul piede di guerra dopo la stretta anti-covid. Il presidente #Anci @Antonio_Decaro :'Non si capisce chi deve fare cosa'. Il sindaco di Bergamo @giorgio_gori :'Chiusure inapplicabili' #covid #coronavirus #ANSA https://t.co/nJDB9jtx2o;14;8;2020-10-19 10:20
I #sindaci insorgono contro il nuovo dpcm 'Scaricate su di noi tutte le responsabilità, la polizia locale non si occupa di #covid', dice il presidente dell'#Anci #Decaro.  #ANSA  #19ottobre - #conferenzaconte  #sindaci @Antonio_Decaro https://t.co/f0OkCB3GaN;31;8;2020-10-19 10:25
#Viminale, se urgente la chiusura è possibile nell'arco delle 24 ore. 'Importante è che l'ordinanza sia notificata ai locali'. #ANSA #19ottobre  @Viminale  #sindaci #covid https://t.co/koSCzrasOI https://t.co/tcG2haOKqv;7;9;2020-10-19 11:10
Nel 2020, tra i 26 Stati membri dell'#Ue si sono verificati 168mila decessi in più durante le settimane tra marzo e giugno rispetto al numero medio dello stesso periodo nel quadriennio 2016-2019. Lo rende noto #Eurostat. #ANSA #19ottobre https://t.co/ubzkBh05t6;17;20;2020-10-19 12:13
#covid #Locatelli 'Le prime vaccinazioni la prossima primavera. Si comincerà dalle categorie fragili il personale sanitario le forze dell'ordine' #ANSA 'https://t.co/FvMNyHv3eU;31;14;2020-10-19 12:36
"#Covid, Galli: ""Paghiamo il calo d'attenzione iniziato in estate"" VIDEO #ANSA https://t.co/yj3fhyGJBa";286;68;2020-10-19 14:36
Kim Kardashian, 40 anni per la più famosa del mondo Da reality star a imprenditrice milionaria. Ma il Covid rovina la festa #ANSA https://t.co/3Ib1Zs25vk https://t.co/Q8vJ0YLQtJ;9;3;2020-10-19 14:43
La cantante Nina Zilli positiva al #covid.'Io contagiata forse a cena. Attenti ai luoghi chiusi e affollati' #ANSA #coronavirus https://t.co/uUzbQ9AeaY;86;43;2020-10-19 14:54
#Covid  i casi scendono sotto i 10mila, sono 9.338 I nuovi positivi in 24 ore. Calano i tamponi, 73 i morti #ANSA #coronavirus https://t.co/U9LKtBgINI;33;11;2020-10-19 15:30
#covid, nuovo forte aumento dei contagi in #Campania 1.593 rispetto a 1.376 in 24 ore con meno tamponi. Ventuno morti dal primo al 17 ottobre #ANSA https://t.co/lavrrUnO57;19;12;2020-10-19 15:33
#covid 'Oggi sono mareggiate rispetto allo #tsunami di marzo' dice il viceministro al @MinisteroSalute  @piersileri  che raccomanda 'al chiuso sempre la #mascherina, anche in #palestra' @1giornodapecora  @RaiRadio1 #ANSA https://t.co/RdGqe26MZR;14;3;2020-10-19 15:47
#Covid animatori feste a Napoli: 'Se ci chiudi poi ci aiuti'.  'Da De Luca stop a qualsiasi cerimonia, abbiamo acqua alla gola' FOTO #ANSA   https://t.co/oBXn97WDWc;10;7;2020-10-19 15:53
#covid 'Considerare il #coprifuoco nelle grandi città per scongiurare il #lockdown a #Natale'. Lo afferma il virologo @preglias . 'Con l'uso della #mascherina la stagione dell'#influenza sarà più lieve' #ANSA https://t.co/SRWaN6QHHl;32;12;2020-10-19 16:04
